"sample_id","title","dataset","platform_id","assay","specimen_class","eligible_primary_tumor","survival_in_geo_series_matrix"
"GSM1844232","54316-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844233","54317-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844234","54297-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844235","54300-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844236","54318-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844237","54296-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844238","54174-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844239","54298-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844240","54171-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844241","64496-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844242","56322-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844243","56326-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844244","56534-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844245","56531-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844246","56523-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844247","56316-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844248","56320-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844249","64497-Primary-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","primary_tumor",TRUE,FALSE
"GSM1844250","54279-SW1990-CellLine","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","cell_line",FALSE,FALSE
"GSM1844251","54025-T3M4-CellLine","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","cell_line",FALSE,FALSE
